p_id,rush_attempts,rush_yards,rush_touchdowns,longest_rush,times_pass_target,receptions,receiving_yards,receiving_touchdowns,longest_reception,fumbles,fumbles_lost,abbr,game_key,isHome,wy,position
GileJi00,1,-1,0,-1,0,5,57,0,23,0,0,TAM,197809020tam,True,1 | 1978,TE
NovaJa00,0,0,0,0,0,7,101,1,25,0,0,CRD,198709200sdg,False,2 | 1987,TE
TiceMi00,0,0,0,0,0,2,4,1,2,0,0,SEA,198709200sea,True,2 | 1987,TE
HayeJo00,0,0,0,0,0,2,10,0,7,0,0,KAN,198709200sea,False,2 | 1987,TE
ArnoWa00,0,0,0,0,0,1,6,0,6,0,0,KAN,198709200sea,False,2 | 1987,TE
ShulMi00,0,0,0,0,0,6,57,0,20,0,0,NYJ,198709210nyj,True,2 | 1987,TE
BatyGr00,0,0,0,0,0,5,37,1,11,0,0,NWE,198709210nyj,False,2 | 1987,TE
FranAr20,0,0,0,0,0,0,0,0,0,0,0,NWE,198709210nyj,False,2 | 1987,TE
EvanJo20,0,0,0,0,0,1,8,0,8,0,0,ATL,198710040atl,True,4 | 1987,TE
LeexDa20,0,0,0,0,0,2,29,0,24,0,0,PIT,198710040atl,False,4 | 1987,TE
JoneJo22,0,0,0,0,0,2,17,1,13,0,0,CLT,198710040buf,False,4 | 1987,TE
RussWa20,0,0,0,0,0,1,4,1,4,0,0,CIN,198710040cin,True,4 | 1987,TE
HoltHa00,0,0,0,0,0,1,8,0,8,0,0,SDG,198710040cin,False,4 | 1987,TE
WheeMa21,0,0,0,0,0,2,17,0,9,0,0,DET,198710040det,True,4 | 1987,TE
HollSt21,0,0,0,0,0,1,3,0,3,0,0,TAM,198710040det,False,4 | 1987,TE
WateMi20,0,0,0,0,0,1,82,1,82,0,0,NOR,198710040nor,True,4 | 1987,TE
ScotMa00,0,0,0,0,0,2,9,0,7,0,0,NOR,198710040nor,True,4 | 1987,TE
ONeaKe20,0,0,0,0,0,1,1,1,1,0,0,NOR,198710040nor,True,4 | 1987,TE
McDoJa00,0,0,0,0,0,1,5,0,5,0,0,RAM,198710040nor,False,4 | 1987,TE
FraiTo20,0,0,0,0,0,1,11,0,11,0,0,NWE,198710040nwe,True,4 | 1987,TE
TennDe00,0,0,0,0,0,3,39,0,21,0,0,CLE,198710040nwe,False,4 | 1987,TE
RepkJa20,0,0,0,0,0,3,26,0,10,0,0,PHI,198710040phi,True,4 | 1987,TE
BailEr20,0,0,0,0,0,2,20,0,12,0,0,PHI,198710040phi,True,4 | 1987,TE
KindDo20,0,0,0,0,0,2,10,1,7,0,0,CHI,198710040phi,False,4 | 1987,TE
BoweSa20,0,0,0,0,0,1,6,0,6,0,0,CHI,198710040phi,False,4 | 1987,TE
GlasBr20,0,0,0,0,0,1,5,0,5,0,0,CHI,198710040phi,False,4 | 1987,TE
McEwCr00,0,0,0,0,0,4,43,0,20,0,0,WAS,198710040was,True,4 | 1987,TE
MichBo00,4,8,0,5,0,9,69,0,15,0,0,DEN,198710040den,True,4 | 1987,TE
AndrMi20,0,0,0,0,0,3,33,0,19,0,0,DEN,198710040den,True,4 | 1987,TE
PaynRu20,0,0,0,0,0,1,8,0,8,0,0,DEN,198710040den,True,4 | 1987,TE
GehrMa20,0,0,0,0,0,1,31,1,31,0,0,OTI,198710040den,False,4 | 1987,TE
ScheEd20,0,0,0,0,0,1,10,0,10,0,0,MIN,198710040min,True,4 | 1987,TE
SummDo20,0,0,0,0,0,2,31,0,17,0,0,GNB,198710040min,False,4 | 1987,TE
KuriJa20,0,0,0,0,0,1,41,1,41,0,0,NYJ,198710040nyj,True,4 | 1987,TE
BorrRi20,0,0,0,0,0,0,0,0,0,0,0,DAL,198710040nyj,False,4 | 1987,TE
HortEt00,7,34,0,8,0,1,32,1,32,0,0,RAI,198710040rai,True,4 | 1987,TE
WheeRo20,0,0,0,0,0,1,8,0,8,0,0,RAI,198710040rai,True,4 | 1987,TE
JoneRo00,0,0,0,0,0,3,25,1,12,0,0,KAN,198710040rai,False,4 | 1987,TE
KossSt20,0,0,0,0,0,2,25,0,14,0,0,KAN,198710040rai,False,4 | 1987,TE
KeelMa20,0,0,0,0,0,3,56,1,24,0,0,SEA,198710040sea,True,4 | 1987,TE
SampLa20,0,0,0,0,0,2,15,0,8,0,0,MIA,198710040sea,False,4 | 1987,TE
SmitJe22,0,0,0,0,0,1,14,0,14,0,0,NYG,198710050nyg,True,4 | 1987,TE
ColeCh20,0,0,0,0,0,0,0,0,0,0,0,NYG,198710050nyg,True,4 | 1987,TE
DresCh00,0,0,0,0,0,1,8,0,8,0,0,SFO,198710050nyg,False,4 | 1987,TE
KindDo20,0,0,0,0,0,3,24,0,11,0,0,CHI,198710110chi,True,5 | 1987,TE
GlasBr20,0,0,0,0,0,1,11,0,11,0,0,CHI,198710110chi,True,5 | 1987,TE
MayxMa20,0,0,0,0,0,1,22,0,22,0,0,MIN,198710110chi,False,5 | 1987,TE
GehrMa20,0,0,0,0,0,3,21,0,7,0,0,OTI,198710110cle,False,5 | 1987,TE
BranJo20,0,0,0,0,0,1,5,0,5,0,0,CLT,198710110clt,True,5 | 1987,TE
RileEr20,0,0,0,0,0,2,19,0,13,0,0,NYJ,198710110clt,False,5 | 1987,TE
SweeTo20,0,0,0,0,0,1,17,0,17,0,0,NYJ,198710110clt,False,5 | 1987,TE
WateMi20,0,0,0,0,0,2,33,0,17,0,0,NOR,198710110crd,False,5 | 1987,TE
ScotMa00,0,0,0,0,0,2,14,0,11,0,0,NOR,198710110crd,False,5 | 1987,TE
ONeaKe20,0,0,0,0,0,2,9,0,5,0,0,NOR,198710110crd,False,5 | 1987,TE
BailEr20,0,0,0,0,0,2,17,0,10,0,0,PHI,198710110dal,False,5 | 1987,TE
RepkJa20,0,0,0,0,0,1,12,0,12,0,0,PHI,198710110dal,False,5 | 1987,TE
SummDo20,0,0,0,0,0,3,32,1,14,0,0,GNB,198710110gnb,True,5 | 1987,TE
WittMa20,0,0,0,0,0,1,19,0,19,0,0,DET,198710110gnb,False,5 | 1987,TE
SampLa20,0,0,0,0,0,5,45,0,19,0,0,MIA,198710110mia,True,5 | 1987,TE
SmitWi22,0,0,0,0,0,1,8,0,8,0,0,MIA,198710110mia,True,5 | 1987,TE
LewiDa01,0,0,0,0,0,1,3,0,3,0,0,MIA,198710110mia,True,5 | 1987,TE
FraiTo20,0,0,0,0,0,1,11,0,11,0,0,NWE,198710110nwe,True,5 | 1987,TE
FranAr20,0,0,0,0,0,0,0,0,0,0,0,NWE,198710110nwe,True,5 | 1987,TE
BelkVe20,0,0,0,0,0,1,7,0,7,0,0,BUF,198710110nwe,False,5 | 1987,TE
HollSt21,0,0,0,0,0,1,17,0,17,0,0,TAM,198710110tam,True,5 | 1987,TE
HoltHa00,0,0,0,0,0,2,17,0,11,0,0,SDG,198710110tam,False,5 | 1987,TE
ByrdSy20,0,0,0,0,0,4,68,0,33,0,0,ATL,198710110atl,True,5 | 1987,TE
FranRu00,0,0,0,0,0,1,17,0,17,0,0,SFO,198710110atl,False,5 | 1987,TE
HellRo00,0,0,0,0,0,1,7,0,7,0,0,SFO,198710110atl,False,5 | 1987,TE
SmitJe22,0,0,0,0,0,4,40,0,19,0,0,NYG,198710110nyg,True,5 | 1987,TE
ColeCh20,0,0,0,0,0,1,5,0,5,0,0,NYG,198710110nyg,True,5 | 1987,TE
McEwCr00,0,0,0,0,0,1,13,0,13,0,0,WAS,198710110nyg,False,5 | 1987,TE
CaraJo00,0,0,0,0,0,1,7,0,7,0,0,WAS,198710110nyg,False,5 | 1987,TE
McDoJa00,0,0,0,0,0,2,14,1,13,0,0,RAM,198710110ram,True,5 | 1987,TE
LeexDa20,0,0,0,0,0,3,37,0,22,0,0,PIT,198710110ram,False,5 | 1987,TE
BritRa20,0,0,0,0,0,0,0,0,0,0,0,PIT,198710110ram,False,5 | 1987,TE
KeelMa20,0,0,0,0,0,3,32,0,14,0,0,SEA,198710110sea,True,5 | 1987,TE
RussWa20,0,0,0,0,0,1,23,0,23,0,0,CIN,198710110sea,False,5 | 1987,TE
MichBo00,0,0,0,0,0,6,62,0,18,0,0,DEN,198710120den,True,5 | 1987,TE
HortEt00,15,35,0,14,0,1,6,0,6,0,0,RAI,198710120den,False,5 | 1987,TE
WheeRo20,0,0,0,0,0,1,24,0,24,0,0,RAI,198710120den,False,5 | 1987,TE
PerrMa20,0,0,0,0,0,1,3,1,3,0,0,RAI,198710120den,False,5 | 1987,TE
ByrdSy20,0,0,0,0,0,3,57,0,29,0,0,ATL,198710180atl,True,6 | 1987,TE
McDoJa00,0,0,0,0,0,1,12,1,12,0,0,RAM,198710180atl,False,6 | 1987,TE
WateMi20,0,0,0,0,0,2,25,0,16,0,0,NOR,198710180chi,False,6 | 1987,TE
ScotMa00,0,0,0,0,0,2,12,0,8,0,0,NOR,198710180chi,False,6 | 1987,TE
NewsOz00,0,0,0,0,0,4,29,0,13,0,0,CLE,198710180cin,False,6 | 1987,TE
TennDe00,0,0,0,0,0,2,20,1,17,0,0,CLE,198710180cin,False,6 | 1987,TE
SummDo20,0,0,0,0,0,2,20,0,11,0,0,GNB,198710180gnb,True,6 | 1987,TE
BailEr20,0,0,0,0,0,4,32,0,19,0,0,PHI,198710180gnb,False,6 | 1987,TE
RepkJa20,0,0,0,0,0,1,8,0,8,0,0,PHI,198710180gnb,False,6 | 1987,TE
SweeTo20,0,0,0,0,0,2,28,0,22,0,0,NYJ,198710180nyj,True,6 | 1987,TE
RileEr20,0,0,0,0,0,2,23,0,16,0,0,NYJ,198710180nyj,True,6 | 1987,TE
LewiDa01,0,0,0,0,0,5,50,1,22,0,0,MIA,198710180nyj,False,6 | 1987,TE
SmitWi22,0,0,0,0,0,1,5,1,5,0,0,MIA,198710180nyj,False,6 | 1987,TE
SampLa20,0,0,0,0,0,1,4,0,4,0,0,MIA,198710180nyj,False,6 | 1987,TE
GehrMa20,0,0,0,0,0,1,12,0,12,0,0,OTI,198710180oti,True,6 | 1987,TE
ScotWi00,0,0,0,0,0,4,32,0,15,0,0,NWE,198710180oti,False,6 | 1987,TE
FranAr20,0,0,0,0,0,0,0,0,0,0,0,NWE,198710180oti,False,6 | 1987,TE
LeexDa20,0,0,0,0,0,1,21,0,21,0,0,PIT,198710180pit,True,6 | 1987,TE
JoneJo22,0,0,0,0,0,1,8,0,8,0,0,CLT,198710180pit,False,6 | 1987,TE
HollSt21,0,0,0,0,0,8,107,0,26,0,0,TAM,198710180tam,True,6 | 1987,TE
McKeKe01,0,0,0,0,0,9,80,0,22,0,0,BUF,198710180buf,True,6 | 1987,TE
SmitJe22,0,0,0,0,0,1,18,0,18,0,0,NYG,198710180buf,False,6 | 1987,TE
JoneRo00,0,0,0,0,0,5,51,0,16,0,0,KAN,198710180kan,True,6 | 1987,TE
MichBo00,0,0,0,0,0,9,105,2,26,0,0,DEN,198710180kan,False,6 | 1987,TE
AndrMi20,0,0,0,0,0,1,20,0,20,0,0,DEN,198710180kan,False,6 | 1987,TE
HortEt00,7,23,0,7,0,0,0,0,0,0,0,RAI,198710180rai,True,6 | 1987,TE
WheeRo20,0,0,0,0,0,1,29,0,29,0,0,RAI,198710180rai,True,6 | 1987,TE
HoltHa00,0,0,0,0,0,4,31,0,17,0,0,SDG,198710180rai,False,6 | 1987,TE
FranRu00,0,0,0,0,0,6,46,0,17,0,0,SFO,198710180sfo,True,6 | 1987,TE
HellRo00,0,0,0,0,0,2,9,1,6,0,0,SFO,198710180sfo,True,6 | 1987,TE
HarrWi00,0,0,0,0,0,1,8,0,8,0,0,CRD,198710180sfo,False,6 | 1987,TE
McEwCr00,0,0,0,0,0,7,108,0,42,0,0,WAS,198710190dal,False,6 | 1987,TE
CaraJo00,0,0,0,0,0,1,22,0,22,0,0,WAS,198710190dal,False,6 | 1987,TE
SherTi00,0,0,0,0,0,2,39,0,32,0,0,CLT,198710250clt,True,7 | 1987,TE
BeacPa00,0,0,0,0,0,2,25,0,16,0,0,CLT,198710250clt,True,7 | 1987,TE
BoyeMa00,0,0,0,0,0,1,5,0,5,0,0,CLT,198710250clt,True,7 | 1987,TE
BatyGr00,0,0,0,0,0,4,49,0,22,0,0,NWE,198710250clt,False,7 | 1987,TE
DawsLi00,0,0,0,0,0,2,8,0,4,0,0,NWE,198710250clt,False,7 | 1987,TE
FranAr20,0,0,0,0,0,0,0,0,0,0,0,NWE,198710250clt,False,7 | 1987,TE
GileJi00,0,0,0,0,0,1,4,0,4,0,0,DET,198710250det,True,7 | 1987,TE
WestEd00,0,0,0,0,0,2,26,0,18,0,0,GNB,198710250det,False,7 | 1987,TE
HardBr00,0,0,0,0,0,2,6,1,4,0,0,MIA,198710250mia,True,7 | 1987,TE
MetzPe00,0,0,0,0,0,6,85,0,34,0,0,BUF,198710250mia,False,7 | 1987,TE
BrenHo00,0,0,0,0,0,2,22,0,15,0,0,NOR,198710250nor,True,7 | 1987,TE
TiceJo00,0,0,0,0,0,1,4,0,4,0,0,NOR,198710250nor,True,7 | 1987,TE
HellRo00,0,0,0,0,0,1,39,1,39,0,0,SFO,198710250nor,False,7 | 1987,TE
FranRu00,0,0,0,0,0,1,3,0,3,0,0,SFO,198710250nor,False,7 | 1987,TE
CoxxAr00,0,0,0,0,0,1,19,0,19,0,0,ATL,198710250oti,False,7 | 1987,TE
WhisKe00,0,0,0,0,0,3,14,1,6,0,0,ATL,198710250oti,False,7 | 1987,TE
SpagJo00,0,0,0,0,0,2,15,2,10,0,0,PHI,198710250phi,True,7 | 1987,TE
CosbDo00,0,0,0,0,0,6,31,0,9,0,0,DAL,198710250phi,False,7 | 1987,TE
ChanTh00,0,0,0,0,0,0,0,0,0,0,0,DAL,198710250phi,False,7 | 1987,TE
LeexDa20,0,0,0,0,0,1,7,0,7,0,0,PIT,198710250pit,True,7 | 1987,TE
HolmRo00,0,0,0,0,0,1,19,0,19,0,0,CIN,198710250pit,False,7 | 1987,TE
MageCa00,0,0,0,0,0,6,98,1,37,0,0,TAM,198710250tam,True,7 | 1987,TE
HallRo00,0,0,0,0,0,4,32,0,17,0,0,TAM,198710250tam,True,7 | 1987,TE
BosoCa00,0,0,0,0,0,2,35,0,18,0,0,CHI,198710250tam,False,7 | 1987,TE
MoorEm00,0,0,0,0,0,2,13,0,9,0,0,CHI,198710250tam,False,7 | 1987,TE
DidiCl00,0,0,0,0,0,1,25,0,25,0,0,WAS,198710250was,True,7 | 1987,TE
WarrDo00,0,0,0,0,0,1,8,0,8,0,0,WAS,198710250was,True,7 | 1987,TE
OrrxTe00,0,0,0,0,0,0,0,0,0,0,0,WAS,198710250was,True,7 | 1987,TE
ShulMi00,0,0,0,0,0,3,31,1,15,0,0,NYJ,198710250was,False,7 | 1987,TE
KlevRo00,0,0,0,0,0,1,12,0,12,0,0,NYJ,198710250was,False,7 | 1987,TE
MowaZe00,0,0,0,0,0,2,38,0,29,0,0,NYG,198710250nyg,True,7 | 1987,TE
BavaMa00,0,0,0,0,0,3,38,1,19,0,0,NYG,198710250nyg,True,7 | 1987,TE
NovaJa00,0,0,0,0,0,4,53,1,18,0,0,CRD,198710250nyg,False,7 | 1987,TE
ChriTo00,0,0,0,0,0,8,124,1,20,0,0,RAI,198710250rai,True,7 | 1987,TE
TiceMi00,0,0,0,0,0,1,6,0,6,0,0,SEA,198710250rai,False,7 | 1987,TE
WinsKe00,0,0,0,0,0,4,58,1,19,0,0,SDG,198710250sdg,True,7 | 1987,TE
HoloPe00,0,0,0,0,0,5,53,0,17,0,0,SDG,198710250sdg,True,7 | 1987,TE
NewsOz00,0,0,0,0,0,2,7,0,4,0,0,CLE,198710260cle,True,7 | 1987,TE
JohnDa01,0,0,0,0,0,6,69,0,20,0,0,RAM,198710260cle,False,7 | 1987,TE
HillDa01,0,0,0,0,0,2,14,0,7,0,0,RAM,198710260cle,False,7 | 1987,TE
JordSt00,0,0,0,0,0,3,57,0,23,0,0,MIN,198710260min,True,7 | 1987,TE
HiltCa00,0,0,0,0,0,0,0,0,0,0,0,MIN,198710260min,True,7 | 1987,TE
KayxCl00,0,0,0,0,0,4,63,0,24,0,0,DEN,198710260min,False,7 | 1987,TE
MoblOr00,0,0,0,0,0,1,8,0,8,0,0,DEN,198710260min,False,7 | 1987,TE
CoxxAr00,0,0,0,0,0,1,3,0,3,0,0,ATL,198711010atl,True,8 | 1987,TE
BrenHo00,0,0,0,0,0,2,40,0,20,0,0,NOR,198711010atl,False,8 | 1987,TE
MetzPe00,0,0,0,0,0,2,18,0,15,0,0,BUF,198711010buf,True,8 | 1987,TE
BosoCa00,0,0,0,0,0,4,51,1,28,0,0,CHI,198711010chi,True,8 | 1987,TE
MoorEm00,0,0,0,0,0,1,5,0,5,0,0,CHI,198711010chi,True,8 | 1987,TE
HayeJo00,0,0,0,0,0,1,15,1,15,0,0,KAN,198711010chi,False,8 | 1987,TE
HolmRo00,0,0,0,0,0,3,50,0,23,0,0,CIN,198711010cin,True,8 | 1987,TE
WillJa00,0,0,0,0,0,1,7,1,7,0,0,OTI,198711010cin,False,8 | 1987,TE
AwalRo00,0,0,0,0,0,9,97,1,35,0,0,CRD,198711010crd,True,8 | 1987,TE
SpagJo00,0,0,0,0,0,3,47,0,22,0,0,PHI,198711010crd,False,8 | 1987,TE
WestEd00,0,0,0,0,0,1,13,0,13,0,0,GNB,198711010gnb,True,8 | 1987,TE
MageCa00,0,0,0,0,0,7,66,0,15,0,0,TAM,198711010gnb,False,8 | 1987,TE
HardBr00,0,0,0,0,0,2,22,1,20,0,0,MIA,198711010mia,True,8 | 1987,TE
BatyGr00,0,0,0,0,0,2,16,0,11,0,0,NWE,198711010nwe,True,8 | 1987,TE
FranAr20,0,0,0,0,0,0,0,0,0,0,0,NWE,198711010nwe,True,8 | 1987,TE
ChriTo00,0,0,0,0,0,5,70,1,21,0,0,RAI,198711010nwe,False,8 | 1987,TE
ShulMi00,0,0,0,0,0,2,26,0,19,0,0,NYJ,198711010nyj,True,8 | 1987,TE
KlevRo00,0,0,0,0,0,1,22,0,22,0,0,NYJ,198711010nyj,True,8 | 1987,TE
BeacPa00,0,0,0,0,0,4,31,0,16,0,0,CLT,198711010nyj,False,8 | 1987,TE
KayxCl00,0,0,0,0,0,2,29,0,17,0,0,DEN,198711010den,True,8 | 1987,TE
MoblOr00,0,0,0,0,0,1,7,0,7,0,0,DEN,198711010den,True,8 | 1987,TE
GileJi00,0,0,0,0,0,2,14,0,10,0,0,DET,198711010den,False,8 | 1987,TE
JohnDa01,0,0,0,0,0,5,33,0,13,0,0,RAM,198711010ram,True,8 | 1987,TE
FranRu00,0,0,0,0,0,6,65,0,19,0,0,SFO,198711010ram,False,8 | 1987,TE
FranJo00,0,0,0,0,0,2,11,1,9,0,0,SFO,198711010ram,False,8 | 1987,TE
WinsKe00,0,0,0,0,0,7,76,0,19,0,0,SDG,198711010sdg,True,8 | 1987,TE
HoloPe00,0,0,0,0,0,2,31,0,18,0,0,SDG,198711010sdg,True,8 | 1987,TE
NewsOz00,0,0,0,0,0,2,10,0,7,0,0,CLE,198711010sdg,False,8 | 1987,TE
JordSt00,0,0,0,0,0,3,42,0,24,0,0,MIN,198711010sea,False,8 | 1987,TE
ChanTh00,0,0,0,0,0,1,5,0,5,0,0,DAL,198711020dal,True,8 | 1987,TE
CosbDo00,1,-5,0,-5,0,6,72,1,20,0,0,DAL,198711020dal,True,8 | 1987,TE
BavaMa00,0,0,0,0,0,3,43,0,22,0,0,NYG,198711020dal,False,8 | 1987,TE
MetzPe00,0,0,0,0,0,2,13,0,8,0,0,BUF,198711080buf,True,9 | 1987,TE
KayxCl00,0,0,0,0,0,4,38,0,11,0,0,DEN,198711080buf,False,9 | 1987,TE
NewsOz00,0,0,0,0,0,3,33,0,13,0,0,CLE,198711080cle,True,9 | 1987,TE
CoxxAr00,0,0,0,0,0,2,18,0,10,0,0,ATL,198711080cle,False,9 | 1987,TE
WhisKe00,0,0,0,0,0,1,7,0,7,0,0,ATL,198711080cle,False,9 | 1987,TE
BeacPa00,0,0,0,0,0,3,37,0,16,0,0,CLT,198711080clt,True,9 | 1987,TE
SherTi00,0,0,0,0,0,2,11,0,9,0,0,CLT,198711080clt,True,9 | 1987,TE
WinsKe00,0,0,0,0,0,4,45,0,13,0,0,SDG,198711080clt,False,9 | 1987,TE
HoloPe00,0,0,0,0,0,1,16,0,16,0,0,SDG,198711080clt,False,9 | 1987,TE
AwalRo00,0,0,0,0,0,9,124,1,27,0,0,CRD,198711080crd,True,9 | 1987,TE
MageCa00,0,0,0,0,0,1,11,0,11,0,0,TAM,198711080crd,False,9 | 1987,TE
RubiRo00,0,0,0,0,0,2,41,1,21,0,0,DET,198711080det,True,9 | 1987,TE
CosbDo00,0,0,0,0,0,3,26,0,14,0,0,DAL,198711080det,False,9 | 1987,TE
WestEd00,0,0,0,0,0,4,66,1,30,0,0,GNB,198711080gnb,True,9 | 1987,TE
BosoCa00,0,0,0,0,0,5,20,0,8,0,0,CHI,198711080gnb,False,9 | 1987,TE
MoorEm00,0,0,0,0,0,1,6,0,6,0,0,CHI,198711080gnb,False,9 | 1987,TE
HayeJo00,0,0,0,0,0,3,38,0,17,0,0,KAN,198711080kan,True,9 | 1987,TE
CoffPa00,0,0,0,0,0,1,4,0,4,0,0,KAN,198711080kan,True,9 | 1987,TE
LeexDa20,0,0,0,0,0,2,14,0,9,0,0,PIT,198711080kan,False,9 | 1987,TE
JordSt00,0,0,0,0,0,2,29,1,18,0,0,MIN,198711080min,True,9 | 1987,TE
ChriTo00,0,0,0,0,0,4,44,0,18,0,0,RAI,198711080min,False,9 | 1987,TE
JunkTr20,0,0,0,0,0,1,7,0,7,0,0,RAI,198711080min,False,9 | 1987,TE
SpagJo00,0,0,0,0,0,1,8,0,8,0,0,PHI,198711080phi,True,9 | 1987,TE
OrrxTe00,0,0,0,0,0,0,0,0,0,0,0,WAS,198711080phi,False,9 | 1987,TE
KattEr00,0,0,0,0,0,5,70,1,19,0,0,CIN,198711080cin,True,9 | 1987,TE
HolmRo00,0,0,0,0,0,1,15,0,15,0,0,CIN,198711080cin,True,9 | 1987,TE
HardBr00,0,0,0,0,0,1,7,0,7,0,0,MIA,198711080cin,False,9 | 1987,TE
LewiDa01,0,0,0,0,0,0,0,0,0,0,0,MIA,198711080cin,False,9 | 1987,TE
HillDa01,0,0,0,0,0,1,22,0,22,0,0,RAM,198711080ram,True,9 | 1987,TE
JohnDa01,0,0,0,0,0,3,15,1,8,0,0,RAM,198711080ram,True,9 | 1987,TE
BrenHo00,0,0,0,0,0,2,29,0,24,0,0,NOR,198711080ram,False,9 | 1987,TE
TiceJo00,0,0,0,0,0,1,23,1,23,0,0,NOR,198711080ram,False,9 | 1987,TE
FranRu00,0,0,0,0,0,6,44,0,9,0,0,SFO,198711080sfo,True,9 | 1987,TE
BavaMa00,0,0,0,0,0,5,63,1,20,0,0,NYG,198711080nyg,True,9 | 1987,TE
BatyGr00,0,0,0,0,0,4,36,1,15,0,0,NWE,198711080nyg,False,9 | 1987,TE
DawsLi00,0,0,0,0,0,2,13,0,7,0,0,NWE,198711080nyg,False,9 | 1987,TE
FranAr20,0,0,0,0,0,0,0,0,0,0,0,NWE,198711080nyg,False,9 | 1987,TE
ShulMi00,0,0,0,0,0,3,31,0,16,0,0,NYJ,198711090nyj,True,9 | 1987,TE
KlevRo00,0,0,0,0,0,4,26,0,13,0,0,NYJ,198711090nyj,True,9 | 1987,TE
GrigBi00,0,0,0,0,0,1,4,1,4,0,0,NYJ,198711090nyj,True,9 | 1987,TE
TiceMi00,0,0,0,0,0,1,27,0,27,0,0,SEA,198711090nyj,False,9 | 1987,TE
NewsOz00,0,0,0,0,0,3,70,0,24,0,0,CLE,198711150cle,True,10 | 1987,TE
TennDe00,0,0,0,0,0,1,24,0,24,0,0,CLE,198711150cle,True,10 | 1987,TE
MetzPe00,0,0,0,0,0,3,15,0,7,0,0,BUF,198711150cle,False,10 | 1987,TE
RollBu00,0,0,0,0,0,0,0,0,0,0,0,BUF,198711150cle,False,10 | 1987,TE
AwalRo00,0,0,0,0,0,5,42,1,19,0,0,CRD,198711150crd,True,10 | 1987,TE
JohnDa01,0,0,0,0,0,2,23,1,13,0,0,RAM,198711150crd,False,10 | 1987,TE
HillDa01,0,0,0,0,0,2,13,0,8,0,0,RAM,198711150crd,False,10 | 1987,TE
HayeJo00,0,0,0,0,0,5,105,0,33,0,0,KAN,198711150kan,True,10 | 1987,TE
KlevRo00,0,0,0,0,0,3,17,0,11,0,0,NYJ,198711150kan,False,10 | 1987,TE
GrigBi00,0,0,0,0,0,1,13,0,13,0,0,NYJ,198711150kan,False,10 | 1987,TE
HardBr00,0,0,0,0,0,2,26,0,20,0,0,MIA,198711150mia,True,10 | 1987,TE
JohnDa02,0,0,0,0,0,1,4,1,4,0,0,MIA,198711150mia,True,10 | 1987,TE
BeacPa00,0,0,0,0,0,5,33,0,9,0,0,CLT,198711150mia,False,10 | 1987,TE
BranJo20,0,0,0,0,0,2,16,0,13,0,0,CLT,198711150mia,False,10 | 1987,TE
JordSt00,0,0,0,0,0,3,28,1,17,0,0,MIN,198711150min,True,10 | 1987,TE
MageCa00,0,0,0,0,0,6,65,1,20,0,0,TAM,198711150min,False,10 | 1987,TE
DawsLi00,0,0,0,0,0,2,18,0,14,0,0,NWE,198711150nwe,True,10 | 1987,TE
FranAr20,0,0,0,0,0,0,0,0,0,0,0,NWE,198711150nwe,True,10 | 1987,TE
CosbDo00,0,0,0,0,0,3,26,1,22,0,0,DAL,198711150nwe,False,10 | 1987,TE
ChanTh00,0,0,0,0,0,1,3,0,3,0,0,DAL,198711150nwe,False,10 | 1987,TE
YounTh20,0,0,0,0,0,1,4,0,4,0,0,PIT,198711150pit,True,10 | 1987,TE
WillJa00,0,0,0,0,0,1,8,0,8,0,0,OTI,198711150pit,False,10 | 1987,TE
WarrDo00,0,0,0,0,0,1,9,0,9,0,0,WAS,198711150was,True,10 | 1987,TE
DidiCl00,0,0,0,0,0,1,6,0,6,0,0,WAS,198711150was,True,10 | 1987,TE
KabxVy00,0,0,0,0,0,2,10,0,7,0,0,DET,198711150was,False,10 | 1987,TE
WhisKe00,0,0,0,0,0,2,15,0,9,0,0,ATL,198711150atl,True,10 | 1987,TE
CoxxAr00,0,0,0,0,0,1,13,0,13,0,0,ATL,198711150atl,True,10 | 1987,TE
MiddRo00,0,0,0,0,0,1,1,0,1,0,0,ATL,198711150atl,True,10 | 1987,TE
HolmRo00,0,0,0,0,0,1,22,0,22,0,0,CIN,198711150atl,False,10 | 1987,TE
KattEr00,0,0,0,0,0,1,9,0,9,0,0,CIN,198711150atl,False,10 | 1987,TE
SpagJo00,0,0,0,0,0,2,26,0,20,0,0,PHI,198711150phi,True,10 | 1987,TE
BavaMa00,0,0,0,0,0,7,102,0,24,0,0,NYG,198711150phi,False,10 | 1987,TE
TiceMi00,0,0,0,0,0,1,5,0,5,0,0,SEA,198711150sea,True,10 | 1987,TE
WestEd00,0,0,0,0,0,1,9,0,9,0,0,GNB,198711150sea,False,10 | 1987,TE
FranJo00,0,0,0,0,0,2,31,0,22,0,0,SFO,198711150sfo,True,10 | 1987,TE
HellRo00,0,0,0,0,0,1,29,1,29,0,0,SFO,198711150sfo,True,10 | 1987,TE
FranRu00,0,0,0,0,0,1,16,0,16,0,0,SFO,198711150sfo,True,10 | 1987,TE
BrenHo00,0,0,0,0,0,1,11,0,11,0,0,NOR,198711150sfo,False,10 | 1987,TE
TiceJo00,0,0,0,0,0,1,6,0,6,0,0,NOR,198711150sfo,False,10 | 1987,TE
WinsKe00,0,0,0,0,0,6,53,1,15,0,0,SDG,198711150sdg,True,10 | 1987,TE
HoloPe00,0,0,0,0,0,3,24,0,11,0,0,SDG,198711150sdg,True,10 | 1987,TE
